ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1521	"ENSMUSG00000001986"	"Gria3"	chrX	+	41654005	41654924	41654005	41654253	41654809	41654924	1521	54,61,53	23,15,20	34,48,45	10,13,11	656	100	0.356635214929	0.894998708807	0.264,0.383,0.288	0.341,0.36,0.384	-0.05
1699	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19355100	19355361	19355100	19355172	19355292	19355361	1699	44,51,28	50,73,61	32,41,29	40,73,74	220	100	0.356160523477	0.894998708807	0.286,0.241,0.173	0.267,0.203,0.151	0.026
2176	"ENSMUSG00000026709"	"Dars2"	chr1	-	161044958	161045476	161044958	161045069	161045257	161045476	2176	16,11,17	47,61,55	21,16,17	59,61,41	288	100	0.357551360804	0.894998708807	0.106,0.059,0.097	0.11,0.083,0.126	-0.019
639	"ENSMUSG00000060279"	"Ap2a1"	chr7	-	44902748	44903056	44902748	44902838	44902973	44903056	639	47,30,31	280,295,266	24,31,31	258,263,263	235	100	0.357180651497	0.894998708807	0.067,0.041,0.047	0.038,0.048,0.048	0.007
802	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279786	76279856	76279966	802	3,11,4	87,87,88	4,11,8	80,88,81	170	100	0.357385200329	0.894998708807	0.02,0.069,0.026	0.029,0.068,0.055	-0.012
1275	"ENSMUSG00000078619"	"Smarcd2"	chr11	-	106266890	106267180	106266890	106267013	106267137	106267180	1275	20,28,30	101,108,144	26,21,20	123,116,124	224	100	0.359185863284	0.896202023112	0.081,0.104,0.085	0.086,0.075,0.067	0.014
2407	"ENSMUSG00000029104"	"Htt"	chr5	+	34898796	34899927	34898796	34898926	34899771	34899927	2407	83,58,75	70,61,74	64,56,39	53,55,67	945	100	0.35897184325	0.896202023112	0.111,0.091,0.097	0.113,0.097,0.058	0.01
617	"ENSMUSG00000036270"	"Edc4"	chr8	+	105887781	105888045	105887781	105887854	105887953	105888045	617	32,25,35	91,95,83	28,42,33	77,101,76	199	100	0.359586398774	0.896224052718	0.15,0.117,0.175	0.154,0.173,0.179	-0.021
1565	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26386063	26385497	26385609	26385989	26386063	1565	457,485,540	122,126,114	482,410,430	86,106,96	480	100	0.36105519167	0.898252119781	0.438,0.445,0.497	0.539,0.446,0.483	-0.029
1886	"ENSMUSG00000042606"	"Hirip3"	chr7	+	126862599	126862926	126862599	126862720	126862817	126862926	1886	28,23,31	21,15,27	30,20,31	14,10,25	197	100	0.361185292919	0.898252119781	0.404,0.438,0.368	0.521,0.504,0.386	-0.067
211	"ENSMUSG00000028542"	"Slc6a9"	chr4	+	117864404	117864888	117864404	117864642	117864753	117864888	211	33,12,30	33,32,41	24,47,28	42,36,33	211	100	0.361726455819	0.898621206204	0.322,0.151,0.257	0.213,0.382,0.287	-0.051
2350	"ENSMUSG00000053693"	"Mast1"	chr8	-	84920796	84921232	84920796	84920962	84921099	84921232	2350	26,25,32	61,96,85	4,19,22	57,49,50	237	100	0.362230974229	0.898898556438	0.152,0.099,0.137	0.029,0.141,0.157	0.02
1020	"ENSMUSG00000020812"	"1810032O08Rik"	chr11	+	116674299	116675798	116674299	116674375	116675507	116675798	1020	102,82,75	11,16,20	81,88,80	15,14,5	1232	100	0.36284040331	0.899435365952	0.429,0.294,0.233	0.305,0.338,0.565	-0.084
935	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341	935	471,556,480	6,11,8	460,431,464	4,9,4	2273	100	0.363491883183	0.90007513931	0.775,0.69,0.725	0.835,0.678,0.836	-0.053
1498	"ENSMUSG00000034006"	"Pqlc1"	chr18	+	80256306	80257118	80256306	80256403	80256781	80257118	1498	54,43,35	32,29,25	69,63,66	45,28,36	478	100	0.36580019385	0.902182663794	0.261,0.237,0.227	0.243,0.32,0.277	-0.038
2400	"ENSMUSG00000032724"	"Abtb2"	chr2	+	103716039	103718423	103716039	103716153	103717159	103718423	2400	30,30,32	69,77,60	21,19,19	54,66,38	1106	100	0.366314551864	0.902182663794	0.038,0.034,0.046	0.034,0.025,0.043	0.005
361	"ENSMUSG00000036591"	"Arhgap21"	chr2	-	20855353	20855706	20855353	20855395	20855580	20855706	361	40,56,44	110,82,95	58,42,46	118,128,102	285	100	0.36601985045	0.902182663794	0.113,0.193,0.14	0.147,0.103,0.137	0.02
391	"ENSMUSG00000004270"	"Lpcat3"	chr6	+	124700006	124700278	124700006	124700100	124700240	124700278	391	7,7,5	98,108,98	5,6,4	102,123,104	240	100	0.364860414397	0.902182663794	0.029,0.026,0.021	0.02,0.02,0.016	0.007
530	"ENSMUSG00000019338"	"Zfp687"	chr3	-	95008584	95009238	95008584	95008917	95009075	95009238	530	19,34,13	87,75,88	21,19,36	82,84,72	258	100	0.365710511656	0.902182663794	0.078,0.149,0.054	0.09,0.081,0.162	-0.017
1390	"ENSMUSG00000028759"	"Hp1bp3"	chr4	+	138225888	138228787	138225888	138226048	138228643	138228787	1390	1192,1201,1088	368,387,359	1054,1023,1053	364,375,354	2695	100	0.367841437128	0.902419691834	0.107,0.103,0.101	0.097,0.092,0.099	0.008
1768	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135344498	135346857	135344498	135344669	135346734	135346857	1768	2230,2288,2211	85,98,85	1712,1647,1625	63,81,78	2165	100	0.368382863712	0.902419691834	0.548,0.519,0.546	0.557,0.484,0.49	0.027
1786	"ENSMUSG00000031543"	"Ank1"	chr8	+	23132096	23132634	23132096	23132483	23132561	23132634	1786	247,274,267	20,29,24	217,217,235	14,20,18	178	100	0.368117883182	0.902419691834	0.874,0.841,0.862	0.897,0.859,0.88	-0.02
2391	"ENSMUSG00000045411"	"2410002F23Rik"	chr7	+	44247250	44248295	44247250	44247416	44248251	44248295	2391	372,402,400	11,14,20	282,374,357	11,8,12	935	100	0.368210751273	0.902419691834	0.783,0.754,0.681	0.733,0.833,0.761	-0.036
439	"ENSMUSG00000002346"	"Slc25a42"	chr8	-	70188832	70189577	70188832	70188949	70189410	70189577	439	167,123,192	42,45,28	130,138,147	52,33,39	561	100	0.368073874686	0.902419691834	0.415,0.328,0.55	0.308,0.427,0.402	0.052
2410	"ENSMUSG00000019254"	"Ppp1r12c"	chr7	-	4484449	4484771	4484449	4484517	4484618	4484771	2410	23,25,27	193,198,204	30,29,26	171,209,191	201	100	0.369074882564	0.903147947921	0.056,0.059,0.062	0.08,0.065,0.063	-0.01
1579	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493069	61493505	61494266	1579	33,35,39	10,4,2	38,38,45	6,2,3	536	100	0.370743132271	0.906260989996	0.381,0.62,0.784	0.542,0.78,0.737	-0.091
1133	"ENSMUSG00000040466"	"Blvrb"	chr7	+	27459255	27459633	27459255	27459420	27459562	27459633	1133	7,8,15	169,136,125	9,13,10	197,220,181	242	100	0.371494781606	0.907129199909	0.017,0.024,0.047	0.019,0.024,0.022	0.008
704	"ENSMUSG00000035835"	"BC005764"	chr10	-	79866834	79867307	79866834	79867030	79867171	79867307	704	21,16,14	15,10,21	9,7,18	18,15,9	241	100	0.372188943967	0.907855334538	0.367,0.399,0.217	0.172,0.162,0.454	0.065
1093	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580331	81580483	81580667	1093	267,259,269	19,11,11	240,282,255	21,17,11	252	100	0.374531902054	0.911172904375	0.848,0.903,0.907	0.819,0.868,0.902	0.023
1119	"ENSMUSG00000024914"	"Drap1"	chr19	-	5423330	5423653	5423330	5423419	5423559	5423653	1119	33,37,16	1162,1135,1069	29,38,34	1123,1148,1031	240	100	0.375456239263	0.911172904375	0.012,0.013,0.006	0.011,0.014,0.014	-0.003
1128	"ENSMUSG00000022550"	"Adck5"	chr15	+	76594152	76594447	76594152	76594284	76594363	76594447	1128	30,48,43	39,44,31	21,45,28	39,31,40	179	100	0.374226559842	0.911172904375	0.301,0.379,0.437	0.231,0.448,0.281	0.052
1531	"ENSMUSG00000019518"	"Ap4m1"	chr5	+	138176051	138176263	138176051	138176118	138176209	138176263	1531	7,16,32	41,49,70	17,13,11	60,39,53	191	100	0.37554023113	0.911172904375	0.082,0.146,0.193	0.129,0.149,0.098	0.015
1757	"ENSMUSG00000070000"	"Fcho1"	chr8	-	71708925	71709385	71708925	71709090	71709329	71709385	1757	64,85,70	29,24,25	73,70,73	16,27,20	339	100	0.375474215375	0.911172904375	0.394,0.511,0.452	0.574,0.433,0.518	-0.056
1381	"ENSMUSG00000018068"	"Ints2"	chr11	-	86242912	86244629	86242912	86243038	86244402	86244629	1381	41,52,54	14,22,22	24,42,34	17,15,16	1464	100	0.376351498249	0.912173970332	0.167,0.139,0.144	0.088,0.161,0.127	0.025
1516	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110115035	110115582	110115035	110115161	110115490	110115582	1516	34,23,39	54,54,54	30,27,36	49,32,50	429	100	0.377655835204	0.913010958165	0.128,0.09,0.144	0.125,0.164,0.144	-0.024
1650	"ENSMUSG00000022558"	"Heatr7a"	chr15	+	76407891	76408528	76407891	76408043	76408387	76408528	1650	11,9,5	130,126,133	6,2,5	143,127,138	444	100	0.378236437418	0.913010958165	0.019,0.016,0.008	0.009,0.004,0.008	0.007
2534	"ENSMUSG00000014075"	"Tctex1d2"	chr16	+	32425240	32426921	32425240	32425310	32426857	32426921	2534	113,80,91	75,55,54	86,76,88	66,59,61	1647	100	0.379091088399	0.913010958165	0.084,0.081,0.093	0.073,0.073,0.081	0.01
2651	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	134238142	134238586	134238142	134238242	134238466	134238586	2651	25,25,33	71,63,54	32,28,20	57,40,53	324	100	0.378716359423	0.913010958165	0.098,0.109,0.159	0.148,0.178,0.104	-0.021
412	"ENSMUSG00000032103"	"Pus3"	chr9	+	35564783	35565855	35564783	35565197	35565289	35565855	412	35,35,38	29,21,34	23,42,40	21,25,18	192	100	0.379064788198	0.913010958165	0.386,0.465,0.368	0.363,0.467,0.536	-0.049
885	"ENSMUSG00000037552"	"Plekhg2"	chr7	-	28370237	28371042	28370237	28370497	28370877	28371042	885	169,144,142	3,4,0	117,144,124	5,1,3	480	100	0.378787327617	0.913010958165	0.921,0.882,1.0	0.83,0.968,0.896	0.036
1270	"ENSMUSG00000079334"	"Nat6"	chr9	+	107579099	107580935	107579099	107579385	107580456	107580935	1270	807,794,740	3,1,2	801,749,774	1,2,1	1171	100	0.381150056446	0.914087425812	0.958,0.985,0.969	0.986,0.97,0.985	-0.01
1352	"ENSMUSG00000018567"	"Gabarap"	chr11	+	69992364	69992700	69992364	69992443	69992581	69992700	1352	94,55,72	1392,1428,1403	73,82,71	1281,1295,1283	238	100	0.380581704729	0.914087425812	0.028,0.016,0.021	0.023,0.026,0.023	-0.002
2035	"ENSMUSG00000028392"	"Bspry"	chr4	+	62495997	62497298	62495997	62496571	62496981	62497298	2035	398,449,401	7,15,6	437,355,417	8,15,11	510	100	0.38153561698	0.914087425812	0.918,0.854,0.929	0.915,0.823,0.881	0.027
2054	"ENSMUSG00000036606"	"Plxnb2"	chr15	-	89155548	89156385	89155548	89156177	89156255	89156385	2054	375,328,386	35,27,24	391,424,416	38,18,27	178	100	0.380748207894	0.914087425812	0.858,0.872,0.9	0.853,0.93,0.896	-0.016
559	"ENSMUSG00000030232"	"Aebp2"	chr6	+	140650755	140652826	140650755	140650782	140651315	140652826	559	320,306,349	41,29,32	306,282,359	33,27,24	633	100	0.38131722212	0.914087425812	0.552,0.625,0.633	0.594,0.623,0.703	-0.037
641	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	641	121,119,107	72,72,80	98,98,111	72,93,64	220	100	0.382815539686	0.916194513391	0.433,0.429,0.378	0.382,0.324,0.441	0.031
1053	"ENSMUSG00000004268"	"Emg1"	chr6	-	124704938	124705216	124704938	124705088	124705157	124705216	1053	101,97,88	268,201,213	81,97,107	190,229,186	169	100	0.385113129602	0.91689785695	0.182,0.222,0.196	0.201,0.2,0.254	-0.018
1263	"ENSMUSG00000025498"	"Irf7"	chr7	-	141264492	141264783	141264492	141264655	141264724	141264783	1263	24,26,21	27,40,31	27,14,36	23,28,30	169	100	0.38493595836	0.91689785695	0.345,0.278,0.286	0.41,0.228,0.415	-0.048
1920	"ENSMUSG00000034949"	"Zfr2"	chr10	+	81242769	81243795	81242769	81242956	81243649	81243795	1920	114,87,117	39,54,32	62,67,85	32,40,28	793	100	0.384711781339	0.91689785695	0.269,0.169,0.316	0.196,0.174,0.277	0.036
2234	"ENSMUSG00000028826"	"Tmem57"	chr4	-	134802758	134806691	134802758	134804564	134806516	134806691	2234	128,103,120	102,77,102	124,85,116	89,108,96	2052	100	0.383721140141	0.91689785695	0.058,0.061,0.054	0.064,0.037,0.056	0.005
78	"ENSMUSG00000005378"	"Wbscr22"	chr5	-	135056027	135056384	135056027	135056086	135056338	135056384	78	12,23,15	159,185,129	11,13,8	122,115,131	352	100	0.384435628512	0.91689785695	0.021,0.034,0.032	0.025,0.031,0.017	0.005
2387	"ENSMUSG00000022721"	"Trmt2a"	chr16	+	18251358	18251660	18251358	18251474	18251548	18251660	2387	67,64,45	73,75,56	63,68,58	60,69,61	174	100	0.386039186096	0.917193829478	0.345,0.329,0.316	0.376,0.362,0.353	-0.034
2558	"ENSMUSG00000002010"	"Idh3g"	chrX	-	73780573	73781030	73780573	73780707	73780897	73781030	2558	297,317,326	563,565,539	261,242,258	489,504,481	290	100	0.385971279271	0.917193829478	0.154,0.162,0.173	0.155,0.142,0.156	0.012
1857	"ENSMUSG00000007097"	"Atp1a2"	chr1	-	172278534	172278994	172278534	172278680	172278870	172278994	1857	565,584,559	911,891,914	413,418,464	743,751,738	290	100	0.38734083002	0.917428384147	0.176,0.184,0.174	0.161,0.161,0.178	0.011
1927	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89210106	89210448	89210106	89210183	89210265	89210448	1927	66,42,57	101,118,104	65,49,55	103,98,86	182	100	0.386880021107	0.917428384147	0.264,0.164,0.231	0.257,0.216,0.26	-0.025
2259	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25249793	25250197	25249793	25250003	25250095	25250197	2259	25,27,12	29,26,31	22,25,26	22,29,28	192	100	0.387104754007	0.917428384147	0.31,0.351,0.168	0.342,0.31,0.326	-0.05
368	"ENSMUSG00000030057"	"Cnbp"	chr6	-	87845121	87845557	87845121	87845323	87845464	87845557	368	104,135,125	293,332,333	110,131,136	297,318,281	241	100	0.391095375559	0.925363205045	0.128,0.144,0.135	0.133,0.146,0.167	-0.013
1553	"ENSMUSG00000031641"	"Cbr4"	chr8	+	61489939	61491678	61489939	61490060	61491544	61491678	1553	55,58,61	20,46,38	60,54,66	28,34,28	1584	100	0.392421204435	0.926098184986	0.148,0.074,0.092	0.119,0.091,0.13	-0.009
1714	"ENSMUSG00000074489"	"Bglap-rs1"	chr3	-	88368619	88369328	88368619	88369152	88369295	88369328	1714	17,15,12	236,262,233	23,26,10	268,312,232	243	100	0.393429823342	0.926098184986	0.029,0.023,0.021	0.034,0.033,0.017	-0.004
2600	"ENSMUSG00000026972"	"Arrdc1"	chr2	-	24925755	24926448	24925755	24926194	24926271	24926448	2600	137,143,114	67,49,69	156,142,136	76,73,86	177	100	0.393409067572	0.926098184986	0.536,0.622,0.483	0.537,0.524,0.472	0.036
300	"ENSMUSG00000041268"	"Dmxl2"	chr9	-	54367553	54369262	54367553	54367771	54369209	54369262	300	494,545,475	145,131,153	406,428,387	118,100,95	1538	100	0.393274233709	0.926098184986	0.181,0.213,0.168	0.183,0.218,0.209	-0.016
542	"ENSMUSG00000030058"	"Copg"	chr6	+	87892632	87893953	87892632	87892719	87893795	87893953	542	263,232,218	298,293,342	227,215,209	305,310,321	1176	100	0.391853706351	0.926098184986	0.07,0.063,0.051	0.06,0.056,0.052	0.005
2581	"ENSMUSG00000017386"	"Traf4"	chr11	-	78161286	78161622	78161286	78161448	78161517	78161622	2581	20,14,27	79,60,62	25,25,25	69,61,77	169	100	0.394018208368	0.926529969934	0.13,0.121,0.205	0.177,0.195,0.161	-0.026
193	"ENSMUSG00000066892"	"Fbxl12"	chr9	-	20642023	20644755	20642023	20642096	20644572	20644755	193	929,865,833	3,2,6	721,736,784	4,0,3	2576	100	0.395294227408	0.928576172802	0.923,0.944,0.843	0.875,1.0,0.91	-0.025
1021	"ENSMUSG00000068245"	"D14Ertd668e"	chr14	-	59348731	59349388	59348731	59349051	59349221	59349388	1021	17,19,16	3,5,2	10,11,26	1,4,1	270	100	0.397677198748	0.929439234092	0.677,0.585,0.748	0.787,0.505,0.906	-0.063
1064	"ENSMUSG00000020785"	"Camkk1"	chr11	+	73037194	73037625	73037194	73037268	73037537	73037625	1064	19,27,36	33,27,37	16,24,34	36,15,18	369	100	0.397391454503	0.929439234092	0.135,0.213,0.209	0.107,0.302,0.339	-0.064
1426	"ENSMUSG00000040463"	"Mybbp1a"	chr11	+	72445893	72446257	72445893	72446061	72446157	72446257	1426	13,11,11	49,59,67	17,13,12	57,64,48	196	100	0.397446165731	0.929439234092	0.119,0.087,0.077	0.132,0.094,0.113	-0.019
1440	"ENSMUSG00000028402"	"Mpdz"	chr4	-	81283332	81284699	81283332	81283437	81284576	81284699	1440	67,66,74	175,160,160	64,71,64	163,130,127	1239	100	0.397692749203	0.929439234092	0.03,0.032,0.036	0.031,0.042,0.039	-0.005
443	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135133251	135133659	135133251	135133408	135133543	135133659	443	50,59,46	10,23,13	35,39,39	10,17,15	235	100	0.397120931155	0.929439234092	0.68,0.522,0.601	0.598,0.494,0.525	0.062
2418	"ENSMUSG00000047617"	"BC029214"	chr2	-	25459484	25459859	25459484	25459701	25459774	25459859	2418	58,41,44	179,176,186	37,43,33	187,156,147	173	100	0.398791020991	0.93105495513	0.158,0.119,0.12	0.103,0.137,0.115	0.014
1085	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552	1085	210,237,245	5,3,3	198,225,189	0,2,5	985	100	0.405301036678	0.931990430428	0.81,0.889,0.892	1.0,0.919,0.793	-0.04
1211	"ENSMUSG00000025151"	"Maged1"	chrX	-	94537293	94537584	94537293	94537356	94537541	94537584	1211	63,61,61	993,1049,1069	47,57,46	934,991,909	285	100	0.406068547537	0.931990430428	0.022,0.02,0.02	0.017,0.02,0.017	0.003
1266	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35670656	35670962	35670656	35670745	35670865	35670962	1266	3,15,12	31,39,29	3,11,7	38,32,20	220	100	0.414516540181	0.931990430428	0.042,0.149,0.158	0.035,0.135,0.137	0.014
1375	"ENSMUSG00000043716"	"Rpl7"	chr1	-	16103167	16103684	16103167	16103334	16103509	16103684	1375	115,131,123	3142,3049,3153	102,113,97	2855,2990,2895	275	100	0.400276329239	0.931990430428	0.013,0.015,0.014	0.013,0.014,0.012	0.001
1441	"ENSMUSG00000024382"	"Ercc3"	chr18	+	32245488	32245919	32245488	32245624	32245751	32245919	1441	8,9,9	65,84,74	7,5,10	92,78,73	227	100	0.41177392547	0.931990430428	0.051,0.045,0.051	0.032,0.027,0.057	0.01
1465	"ENSMUSG00000026199"	"Ankzf1"	chr1	+	75195062	75195712	75195062	75195256	75195599	75195712	1465	212,211,201	13,35,17	205,190,172	23,19,28	443	100	0.410148645681	0.931990430428	0.786,0.576,0.727	0.668,0.693,0.581	0.049
1540	"ENSMUSG00000000134"	"Tfe3"	chrX	+	7770994	7772596	7770994	7771070	7772448	7772596	1540	121,97,88	57,76,52	87,103,85	60,56,73	1478	100	0.410875297687	0.931990430428	0.126,0.079,0.103	0.089,0.111,0.073	0.012
1557	"ENSMUSG00000028410"	"Dnaja1"	chr4	+	40726104	40728183	40726104	40726209	40727955	40728183	1557	192,221,200	540,544,513	214,170,197	449,463,465	1846	100	0.409648686025	0.931990430428	0.019,0.022,0.021	0.025,0.02,0.022	-0.002
1569	"ENSMUSG00000021866"	"Anxa11"	chr14	+	25872511	25874031	25872511	25872898	25873943	25874031	1569	76,77,79	179,234,183	84,89,75	215,261,237	1145	100	0.412263737998	0.931990430428	0.036,0.028,0.036	0.033,0.029,0.027	0.004
1578	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61492903	61494266	61492903	61493069	61493646	61494266	1578	62,57,53	12,15,13	69,71,84	15,22,27	677	100	0.414290889497	0.931990430428	0.433,0.36,0.376	0.405,0.323,0.315	0.042
1588	"ENSMUSG00000036764"	"Dnajc12"	chr10	+	63395784	63397378	63395784	63395863	63397238	63397378	1588	10,7,8	40,34,41	2,3,5	26,24,34	1475	100	0.403805177185	0.931990430428	0.017,0.014,0.013	0.005,0.008,0.01	0.007
1610	"ENSMUSG00000021235"	"Coq6"	chr12	+	84368142	84368709	84368142	84368201	84368585	84368709	1610	46,54,46	44,55,62	49,47,48	43,51,42	484	100	0.410452767994	0.931990430428	0.178,0.169,0.133	0.191,0.16,0.191	-0.021
1702	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116839837	116840545	116839837	116839931	116840409	116840545	1702	212,166,219	10,12,15	206,156,189	5,11,11	578	100	0.400585040769	0.931990430428	0.786,0.705,0.716	0.877,0.71,0.748	-0.043
173	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692	173	102,90,89	15,29,13	109,102,86	26,26,20	223	100	0.413133574897	0.931990430428	0.753,0.582,0.754	0.653,0.638,0.658	0.047
1808	"ENSMUSG00000054134"	"Umodl1"	chr17	+	30986068	30986635	30986068	30986296	30986383	30986635	1808	1,5,3	3,7,7	3,6,0	1,1,4	187	100	0.403903045988	0.931990430428	0.151,0.276,0.186	0.616,0.762,0.0	-0.255
18	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3903045	3903428	3903045	3903172	3903339	3903428	18	135,123,134	71,61,64	153,148,127	64,89,93	267	100	0.41627854069	0.931990430428	0.416,0.43,0.44	0.472,0.384,0.338	0.031
1924	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080060	85080225	1924	157,151,156	5,1,4	125,125,137	8,4,0	469	100	0.410286031843	0.931990430428	0.87,0.97,0.893	0.769,0.87,1.0	0.031
1931	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011209	135011380	1931	41,50,44	140,139,126	42,35,38	136,116,144	249	100	0.403298924247	0.931990430428	0.105,0.126,0.123	0.11,0.108,0.096	0.013
1937	"ENSMUSG00000028024"	"Enpep"	chr3	-	129280684	129280975	129280684	129280789	129280901	129280975	1937	47,51,35	342,351,373	32,59,43	289,332,319	212	100	0.414631128389	0.931990430428	0.061,0.064,0.042	0.05,0.077,0.06	-0.007
199	"ENSMUSG00000036560"	"Lgi4"	chr7	+	31063103	31063356	31063103	31063175	31063284	31063356	199	12,12,9	95,117,85	13,15,7	81,73,98	209	100	0.415937529106	0.931990430428	0.057,0.047,0.048	0.071,0.09,0.033	-0.014
2071	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74684405	74686064	74684405	74684508	74685895	74686064	2071	60,63,69	473,372,425	55,47,77	322,342,339	1487	100	0.401275853544	0.931990430428	0.008,0.011,0.011	0.011,0.009,0.015	-0.002
209	"ENSMUSG00000014353"	"Tmem87b"	chr2	+	128845460	128846799	128845460	128845534	128846728	128846799	209	103,111,99	97,70,83	98,76,116	83,95,82	1294	100	0.405957890211	0.931990430428	0.076,0.109,0.084	0.084,0.058,0.099	0.009
2145	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717325	88717658	88717325	88717470	88717601	88717658	2145	23,18,17	153,144,164	30,9,23	139,134,136	231	100	0.406485444696	0.931990430428	0.061,0.051,0.043	0.085,0.028,0.068	-0.009
2246	"ENSMUSG00000030890"	"Ilk"	chr7	+	105741373	105741707	105741373	105741483	105741579	105741707	2246	148,146,147	272,269,289	124,119,118	241,250,257	196	100	0.416299921284	0.931990430428	0.217,0.217,0.206	0.208,0.195,0.19	0.016
2254	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428578	89428713	89428827	2254	129,111,140	22,9,18	146,112,128	9,15,16	235	100	0.41040275496	0.931990430428	0.714,0.84,0.768	0.873,0.761,0.773	-0.028
2273	"ENSMUSG00000019823"	"Mical1"	chr10	+	41478009	41478635	41478009	41478314	41478427	41478635	2273	9,7,10	41,38,41	6,11,9	46,58,53	213	100	0.415006799522	0.931990430428	0.093,0.08,0.103	0.058,0.082,0.074	0.021
2306	"ENSMUSG00000061046"	"Haghl"	chr17	-	25784074	25784572	25784074	25784178	25784454	25784572	2306	351,323,384	0,0,2	281,306,291	2,4,1	376	100	0.40753465845	0.931990430428	1.0,1.0,0.981	0.974,0.953,0.987	0.022
2366	"ENSMUSG00000062044"	"Lmtk3"	chr7	+	45786450	45786960	45786450	45786584	45786809	45786960	2366	36,47,20	12,13,16	34,32,43	14,9,11	325	100	0.402955158964	0.931990430428	0.48,0.527,0.278	0.428,0.522,0.546	-0.07
2377	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329522	28328966	28329280	28329373	28329522	2377	190,211,173	42,16,31	193,197,208	33,23,20	193	100	0.414443394824	0.931990430428	0.701,0.872,0.743	0.752,0.816,0.843	-0.032
2527	"ENSMUSG00000024906"	"Mus81"	chr19	-	5483454	5483665	5483454	5483558	5483634	5483665	2527	47,58,64	118,93,102	49,51,60	89,95,74	176	100	0.412820409241	0.931990430428	0.185,0.262,0.263	0.238,0.234,0.315	-0.026
2529	"ENSMUSG00000053964"	"Lgals4"	chr7	+	28840580	28840952	28840580	28840610	28840863	28840952	2529	125,119,106	39,28,38	79,57,79	29,25,22	353	100	0.413236552923	0.931990430428	0.476,0.546,0.441	0.436,0.392,0.504	0.044
2661	"ENSMUSG00000000441"	"Raf1"	chr6	-	115620208	115621862	115620208	115620327	115621815	115621862	2661	694,715,790	204,183,236	598,699,698	179,228,208	1588	100	0.415752119673	0.931990430428	0.176,0.197,0.174	0.174,0.162,0.174	0.012
293	"ENSMUSG00000011658"	"Fuz"	chr7	+	44897519	44898700	44897519	44897624	44898502	44898700	293	260,313,297	94,138,166	249,276,262	102,108,112	978	100	0.407876260792	0.931990430428	0.22,0.188,0.155	0.2,0.207,0.193	-0.012
329	"ENSMUSG00000018559"	"Ctdnep1"	chr11	+	69984253	69984534	69984253	69984320	69984415	69984534	329	8,9,8	288,299,271	8,11,10	268,253,263	195	100	0.414702945285	0.931990430428	0.014,0.015,0.015	0.015,0.022,0.019	-0.004
401	"ENSMUSG00000040599"	"Mis12"	chr11	+	71019610	71020189	71019610	71019723	71020005	71020189	401	140,155,134	1,0,3	114,130,127	0,0,0	382	100	0.406613199824	0.931990430428	0.973,1.0,0.921	1.0,1.0,1.0	-0.035
478	"ENSMUSG00000038241"	"Cep250"	chr2	+	155969994	155970236	155969994	155970156	155970219	155970236	478	44,52,56	2,7,3	54,60,54	3,3,3	163	100	0.409949261096	0.931990430428	0.931,0.82,0.92	0.917,0.925,0.917	-0.029
546	"ENSMUSG00000070034"	"Sp110"	chr1	-	85584902	85586295	85584902	85585052	85586214	85586295	546	10,12,17	3,6,4	17,12,19	10,7,7	1262	100	0.404229362493	0.931990430428	0.209,0.137,0.252	0.119,0.12,0.177	0.061
