ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1828	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26912292	26912445	26912365	26912445	26912018	26912159	1828	19,28,26	2040,2136,2028	27,24,15	2056,1980,2016	173	100	1	1.0	0.005,0.008,0.007	0.008,0.007,0.004	0.0
1830	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89127593	89128018	89127593	89127691	89128184	89128319	1830	59,36,61	0,1,0	66,53,58	0,0,0	427	100	1	1.0	1.0,0.894,1.0	1.0,1.0,1.0	-0.035
1834	"ENSMUSG00000034032"	"Rpap1"	chr2	-	119778116	119778338	119778116	119778301	119782645	119782735	1834	28,27,20	0,1,0	11,15,20	0,0,0	137	100	1	1.0	1.0,0.952,1.0	1.0,1.0,1.0	-0.016
1835	"ENSMUSG00000022678"	"Nde1"	chr16	+	14191589	14192918	14191717	14192918	14190086	14190232	1835	135,107,111	270,273,307	127,125,130	296,275,270	228	100	0.452038638345	1.0	0.18,0.147,0.137	0.158,0.166,0.174	-0.011
1836	"ENSMUSG00000022253"	"Nadkd1"	chr15	+	9100146	9100202	9100149	9100202	9100105	9100145	1836	50,47,58	0,0,1	35,44,57	0,0,0	103	100	1	1.0	1.0,1.0,0.983	1.0,1.0,1.0	-0.006
1837	"ENSMUSG00000028467"	"Gba2"	chr4	-	43570671	43570911	43570671	43570906	43571188	43571407	1837	83,84,82	6,5,5	75,73,81	1,6,4	105	100	0.387186605165	1.0	0.929,0.941,0.94	0.986,0.921,0.951	-0.016
1839	"ENSMUSG00000074578"	"1500012F01Rik"	chr2	+	167065158	167065480	167065433	167065480	167063635	167063727	1839	353,369,353	0,1,0	289,300,340	0,1,0	375	100	1	1.0	1.0,0.99,1.0	1.0,0.988,1.0	0.001
1842	"ENSMUSG00000028522"	"Mier1"	chr4	+	103118241	103118315	103118280	103118315	103115559	103115660	1842	20,10,14	3,2,4	21,14,11	2,3,9	139	100	0.497038108477	1.0	0.827,0.782,0.716	0.883,0.771,0.468	0.068
1844	"ENSMUSG00000028759"	"Hp1bp3"	chr4	+	138223489	138223649	138223528	138223649	138222088	138222188	1844	590,515,531	46,42,28	508,498,535	42,39,45	139	100	0.356870549818	1.0	0.902,0.898,0.932	0.897,0.902,0.895	0.013
1845	"ENSMUSG00000020464"	"Pnpt1"	chr11	+	29153231	29154215	29154143	29154215	29148277	29148331	1845	168,168,167	1,0,0	134,133,152	0,0,0	1012	100	1	1.0	0.943,1.0,1.0	1.0,1.0,1.0	-0.019
1847	"ENSMUSG00000020464"	"Pnpt1"	chr11	+	29133851	29133926	29133855	29133926	29132844	29132905	1847	46,39,26	4,3,4	39,41,18	2,2,8	104	100	0.905805095154	1.0	0.917,0.926,0.862	0.949,0.952,0.684	0.04
1848	"ENSMUSG00000020464"	"Pnpt1"	chr11	+	29133851	29133926	29133855	29133926	29130747	29130918	1848	3,0,1	0,0,0	2,2,5	0,1,0	104	100	1	1.0	1.0,NA,1.0	1.0,0.658,1.0	0.114
1850	"ENSMUSG00000036202"	"Rif1"	chr2	+	52116834	52116950	52116841	52116950	52116247	52116394	1850	13,18,21	0,0,1	19,22,18	0,0,0	107	100	1	1.0	1.0,1.0,0.952	1.0,1.0,1.0	-0.016
1851	"ENSMUSG00000036202"	"Rif1"	chr2	+	52093502	52094662	52094588	52094662	52092279	52092380	1851	54,38,28	2,0,0	28,42,28	0,0,0	1186	100	1	1.0	0.695,1.0,1.0	1.0,1.0,1.0	-0.102
1854	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3653144	3653419	3653199	3653419	3652032	3652128	1854	7,3,4	149,154,141	5,4,4	103,134,115	155	100	0.771968498825	1.0	0.029,0.012,0.018	0.03,0.019,0.022	-0.004
1855	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3653144	3653419	3653196	3653419	3652032	3652128	1855	3,2,2	25,27,33	4,4,2	30,29,23	152	100	0.371050517543	1.0	0.073,0.046,0.038	0.081,0.083,0.054	-0.02
1856	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3653196	3653419	3653199	3653419	3652032	3652128	1856	29,28,35	149,154,141	31,29,25	103,134,115	103	100	0.416758208282	1.0	0.159,0.15,0.194	0.226,0.174,0.174	-0.024
1857	"ENSMUSG00000015702"	"Anxa9"	chr3	-	95306331	95306520	95306331	95306422	95306680	95306804	1857	11,15,16	6,2,5	11,12,20	2,7,2	198	100	0.676078454473	1.0	0.481,0.791,0.618	0.735,0.464,0.835	-0.048
1858	"ENSMUSG00000019877"	"Serinc1"	chr10	-	57523960	57524098	57523960	57523987	57524319	57524399	1858	1922,1870,1838	1,2,1	1517,1492,1436	0,1,0	211	100	1	1.0	0.999,0.998,0.999	1.0,0.999,1.0	-0.001
1859	"ENSMUSG00000063808"	"Gpatch1"	chr7	-	35308178	35308339	35308178	35308331	35309300	35309386	1859	31,41,48	0,1,1	17,25,34	0,1,1	108	100	1	1.0	1.0,0.974,0.978	1.0,0.959,0.969	0.008
185	"ENSMUSG00000003617"	"Cp"	chr3	+	19974858	19975058	19974861	19975058	19973776	19973929	185	147,135,142	592,543,567	153,139,133	563,594,536	103	100	0.951221841256	1.0	0.194,0.194,0.196	0.209,0.185,0.194	-0.001
1860	"ENSMUSG00000040113"	"Mettl11b"	chr1	-	163704002	163704252	163704002	163704163	163717082	163717258	1860	15,18,17	0,0,1	13,9,21	1,1,0	189	100	1	1.0	1.0,1.0,0.9	0.873,0.826,1.0	0.067
1867	"ENSMUSG00000036502"	"Fam70a"	chrX	-	38224580	38225125	38224580	38224669	38233102	38233192	1867	0,0,2	0,1,0	2,3,0	1,1,2	556	100	1	1.0	NA,0.0,1.0	0.265,0.35,0.0	0.295
1868	"ENSMUSG00000041594"	"Tmtc4"	chr14	-	122933327	122933519	122933327	122933407	122941304	122941436	1868	6,4,10	174,155,174	7,8,9	214,211,161	212	100	0.861257688252	1.0	0.016,0.012,0.026	0.015,0.018,0.026	-0.002
1869	"ENSMUSG00000041594"	"Tmtc4"	chr14	-	122944673	122944860	122944673	122944838	122945507	122945600	1869	7,4,6	184,158,179	7,4,6	169,182,204	122	100	0.881846435901	1.0	0.03,0.02,0.027	0.033,0.018,0.024	0.001
186	"ENSMUSG00000041740"	"Rnf10"	chr5	-	115248914	115249173	115248914	115249170	115249396	115249522	186	41,27,37	483,428,440	45,42,26	436,375,434	103	100	0.340088193562	1.0	0.076,0.058,0.075	0.091,0.098,0.055	-0.012
1870	"ENSMUSG00000041594"	"Tmtc4"	chr14	-	122950488	122950592	122950488	122950589	122971739	122971956	1870	18,9,12	2,0,0	9,16,7	0,0,0	103	100	1	1.0	0.897,1.0,1.0	1.0,1.0,1.0	-0.034
1873	"ENSMUSG00000031295"	"Phka2"	chrX	+	160590165	160590368	160590167	160590368	160588964	160589018	1873	0,0,0	76,58,72	0,1,0	61,50,64	102	100	1	1.0	0.0,0.0,0.0	0.0,0.019,0.0	-0.006
1875	"ENSMUSG00000048200"	"Efcab4a"	chr7	+	141466008	141466613	141466045	141466613	141465765	141465837	1875	14,7,19	101,90,106	10,14,12	104,105,114	137	100	0.474778451031	1.0	0.092,0.054,0.116	0.066,0.089,0.071	0.012
1876	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82894475	82894567	82894481	82894567	82893423	82893582	1876	128,131,92	15,32,36	96,120,78	28,21,28	106	100	0.62767545284	1.0	0.89,0.794,0.707	0.764,0.844,0.724	0.02
1877	"ENSMUSG00000090112"	"Shprh"	chr10	+	11166485	11166737	11166607	11166737	11164344	11164995	1877	62,72,53	0,0,1	62,66,56	0,1,0	222	100	1	1.0	1.0,1.0,0.96	1.0,0.967,1.0	-0.002
1878	"ENSMUSG00000034343"	"Ube2f"	chr1	+	91254214	91254393	91254259	91254393	91253759	91253827	1878	8,10,12	8,15,12	6,11,15	9,9,7	145	100	0.363068902616	1.0	0.408,0.315,0.408	0.315,0.457,0.596	-0.079
1879	"ENSMUSG00000014767"	"Tbp"	chr17	+	15502961	15503128	15502964	15503128	15501153	15501202	1879	2,0,0	7,4,0	0,2,0	0,5,3	103	100	1	1.0	0.217,0.0,NA	NA,0.28,0.0	-0.032
187	"ENSMUSG00000005506"	"Celf1"	chr2	+	91009201	91009315	91009204	91009315	91008171	91008300	187	52,57,54	122,98,91	61,66,58	105,97,96	103	100	0.290203153333	1.0	0.293,0.361,0.366	0.361,0.398,0.37	-0.036
1880	"ENSMUSG00000090083"	"Rnf8"	chr17	+	29626399	29627249	29626505	29627249	29621508	29621637	1880	0,1,1	84,81,62	1,0,0	47,58,60	206	100	1	1.0	0.0,0.006,0.008	0.01,0.0,0.0	0.001
1882	"ENSMUSG00000069844"	"Sco1"	chr11	+	67055715	67055928	67055730	67055928	67053774	67053865	1882	0,0,0	36,35,20	0,1,1	14,19,17	115	100	1	1.0	0.0,0.0,0.0	0.0,0.044,0.049	-0.031
1883	"ENSMUSG00000015937"	"H2afy"	chr13	-	56096123	56096234	56096123	56096231	56104301	56104499	1883	158,145,137	162,193,186	127,118,125	147,165,162	103	100	0.740604581268	1.0	0.486,0.422,0.417	0.456,0.41,0.428	0.01
1884	"ENSMUSG00000020747"	"2310067B10Rik"	chr11	+	115790966	115791176	115791032	115791176	115790169	115790334	1884	94,100,99	29,41,37	101,106,93	33,23,43	166	100	0.598721704324	1.0	0.661,0.595,0.617	0.648,0.735,0.566	-0.025
1885	"ENSMUSG00000040463"	"Mybbp1a"	chr11	+	72447552	72447882	72447729	72447882	72447148	72447300	1885	152,126,129	0,0,0	84,127,111	0,0,4	277	100	0.577513091513	1.0	1.0,1.0,1.0	1.0,1.0,0.909	0.03
1887	"ENSMUSG00000021417"	"Eci2"	chr13	-	34993067	34993230	34993067	34993220	34994013	34994144	1887	80,92,94	35,25,46	100,95,91	37,36,34	110	100	0.783738104846	1.0	0.675,0.77,0.65	0.711,0.706,0.709	-0.01
1888	"ENSMUSG00000021417"	"Eci2"	chr13	-	34993067	34993230	34993067	34993220	35027008	35027094	1888	21,13,28	2,1,2	25,31,28	1,6,2	110	100	0.599146069946	1.0	0.905,0.922,0.927	0.958,0.824,0.927	0.015
1889	"ENSMUSG00000021417"	"Eci2"	chr13	-	34993067	34993328	34993067	34993220	34994013	34994132	1889	121,115,122	35,25,46	108,116,116	37,36,34	208	100	0.712550069641	1.0	0.624,0.689,0.56	0.584,0.608,0.621	0.02
1890	"ENSMUSG00000020719"	"Ddx5"	chr11	-	106782468	106784018	106782468	106782693	106784100	106784162	1890	15889,16601,16456	0,0,1	14667,15246,14951	1,0,0	1425	100	1	1.0	1.0,1.0,0.999	0.999,1.0,1.0	0.0
1891	"ENSMUSG00000051323"	"Pcdh19"	chrX	-	133625268	133625441	133625268	133625438	133632894	133632953	1891	5,1,5	12,5,3	3,1,6	6,5,2	103	100	0.736823080116	1.0	0.288,0.163,0.618	0.327,0.163,0.744	-0.055
1892	"ENSMUSG00000031922"	"Cep57"	chr9	-	13813409	13813520	13813409	13813514	13816054	13816132	1892	31,48,47	0,0,0	25,34,29	0,1,0	106	100	1	1.0	1.0,1.0,1.0	1.0,0.97,1.0	0.01
1893	"ENSMUSG00000029422"	"Rsrc2"	chr5	-	123740671	123740884	123740671	123740862	123743637	123743678	1893	19,27,23	148,152,152	15,23,19	137,118,111	122	100	0.969583282569	1.0	0.095,0.127,0.11	0.082,0.138,0.123	-0.004
1895	"ENSMUSG00000039958"	"Mettl20"	chr6	+	149144014	149144442	149144033	149144442	149141512	149141704	1895	9,3,10	15,20,17	8,7,8	17,12,14	119	100	0.538748174867	1.0	0.335,0.112,0.331	0.283,0.329,0.324	-0.053
1897	"ENSMUSG00000026815"	"Gfi1b"	chr2	-	28611418	28611683	28611418	28611584	28612780	28612918	1897	1,0,1	1,0,2	1,2,0	1,2,3	199	100	1	1.0	0.334,NA,0.201	0.334,0.334,0.0	0.045
1898	"ENSMUSG00000009585"	"Apobec3"	chr15	+	79897694	79897971	79897743	79897971	79895410	79895558	1898	91,81,103	0,1,1	69,87,75	1,0,2	149	100	1	1.0	1.0,0.982,0.986	0.979,1.0,0.962	0.009
1899	"ENSMUSG00000024909"	"Efemp2"	chr19	+	5476019	5476272	5476065	5476272	5475407	5475456	1899	20,3,13	193,202,227	11,15,10	205,241,243	146	100	0.70204870105	1.0	0.066,0.01,0.038	0.035,0.041,0.027	0.004
18	"ENSMUSG00000063882"	"Uqcrh"	chr4	-	116069862	116070024	116069862	116069919	116070736	116070757	18	5308,5322,5088	19,10,7	4590,4485,4522	10,8,23	205	100	1	1.0	0.993,0.996,0.997	0.996,0.996,0.99	0.001
1900	"ENSMUSG00000024909"	"Efemp2"	chr19	+	5480545	5480741	5480588	5480741	5480233	5480360	1900	454,451,437	0,0,0	437,454,446	0,0,1	143	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
1901	"ENSMUSG00000043733"	"Ptpn11"	chr5	-	121144529	121144696	121144529	121144684	121149102	121149234	1901	141,138,105	214,185,193	142,111,124	183,167,159	112	100	0.284573911812	1.0	0.37,0.4,0.327	0.409,0.372,0.41	-0.031
1905	"ENSMUSG00000011148"	"Adssl1"	chr12	+	112632999	112633135	112633068	112633135	112632694	112632745	1905	4,3,1	111,95,82	0,2,2	85,59,55	169	100	0.701530584861	1.0	0.021,0.018,0.007	0.0,0.02,0.021	0.002
1906	"ENSMUSG00000018999"	"Slc35b4"	chr6	-	34163588	34166423	34163588	34163670	34167624	34167727	1906	250,262,271	1,2,0	192,208,202	0,0,0	2853	100	0.70695591241	1.0	0.898,0.821,1.0	1.0,1.0,1.0	-0.094
1907	"ENSMUSG00000059208"	"Hnrnpm"	chr17	-	33666493	33666685	33666493	33666529	33668984	33669078	1907	554,559,557	0,0,1	546,528,461	0,0,0	256	100	1	1.0	1.0,1.0,0.995	1.0,1.0,1.0	-0.002
1909	"ENSMUSG00000075528"	"Aarsd1"	chr11	-	101411082	101411224	101411082	101411199	101411293	101411450	1909	13,10,17	192,175,169	17,17,6	146,185,167	125	100	0.841351641708	1.0	0.051,0.044,0.074	0.085,0.068,0.028	-0.004
190	"ENSMUSG00000024457"	"Trim26"	chr17	+	36837464	36837572	36837496	36837572	36837140	36837264	190	91,66,63	22,44,37	62,91,88	38,43,27	132	100	0.906658362861	1.0	0.758,0.532,0.563	0.553,0.616,0.712	-0.009
1911	"ENSMUSG00000002102"	"Psmc3"	chr2	+	91056641	91056801	91056657	91056801	91055904	91056042	1911	7,16,12	435,436,436	13,11,6	485,453,457	116	100	0.403132713831	1.0	0.014,0.031,0.023	0.023,0.021,0.011	0.004
1912	"ENSMUSG00000050994"	"9130014G24Rik"	chr10	-	10352896	10353063	10352896	10353060	10357866	10357978	1912	0,0,0	0,2,0	0,2,0	0,0,0	103	100	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
1914	"ENSMUSG00000027993"	"Trim2"	chr3	-	84210172	84210354	84210172	84210351	84220628	84220874	1914	30,28,26	0,2,0	19,19,21	0,0,0	103	100	1	1.0	1.0,0.931,1.0	1.0,1.0,1.0	-0.023
1916	"ENSMUSG00000035505"	"Cox18"	chr5	-	90218911	90219036	90218911	90219033	90222230	90222331	1916	0,0,1	0,1,0	3,1,3	1,0,2	103	100	1	1.0	NA,0.0,1.0	0.744,1.0,0.593	-0.279
1918	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55562891	55563019	55562946	55563019	55561066	55561442	1918	392,359,416	0,1,1	383,397,367	1,1,0	155	100	1	1.0	1.0,0.996,0.996	0.996,0.996,1.0	0.0
191	"ENSMUSG00000032309"	"Fbxo22"	chr9	+	55218314	55218479	55218433	55218479	55214902	55214998	191	246,296,277	1,0,0	273,257,240	0,0,0	219	100	1	1.0	0.991,1.0,1.0	1.0,1.0,1.0	-0.003
1922	"ENSMUSG00000051396"	"Hspa14"	chr2	-	3508292	3509095	3508292	3509020	3511014	3511097	1922	6,6,12	4,0,0	5,8,0	0,2,2	175	100	0.296354759167	1.0	0.462,1.0,1.0	1.0,0.696,0.0	0.255
1923	"ENSMUSG00000030067"	"Foxp1"	chr6	-	99009903	99010057	99009903	99010054	99015423	99015510	1923	65,47,74	2,0,1	80,49,66	2,1,2	103	100	0.491697184973	1.0	0.969,1.0,0.986	0.975,0.979,0.97	0.01
1925	"ENSMUSG00000030067"	"Foxp1"	chr6	-	98945346	98945426	98945346	98945423	98945533	98945735	1925	86,113,97	33,47,35	72,60,67	38,20,24	103	100	0.820573339895	1.0	0.717,0.7,0.729	0.648,0.744,0.73	0.008
1927	"ENSMUSG00000000318"	"Clec10a"	chr11	+	70168582	70168696	70168585	70168696	70167816	70168004	1927	0,0,1	0,0,0	0,2,0	1,0,0	103	100	1	1.0	NA,NA,1.0	0.0,1.0,NA	0.5
1928	"ENSMUSG00000057375"	"Yipf1"	chr4	+	107344487	107344678	107344511	107344678	107340985	107341102	1928	2,2,2	154,135,140	3,2,1	131,152,107	124	100	1	1.0	0.01,0.012,0.011	0.018,0.01,0.007	-0.001
1930	"ENSMUSG00000037697"	"Ddhd1"	chr14	-	45610491	45610754	45610491	45610690	45614162	45614269	1930	229,320,272	14,11,13	176,165,181	10,8,3	164	100	0.505705281169	1.0	0.909,0.947,0.927	0.915,0.926,0.974	-0.011
1932	"ENSMUSG00000020476"	"Dbnl"	chr11	+	5797274	5797335	5797286	5797335	5797023	5797175	1932	63,40,35	191,215,177	57,36,61	216,184,215	112	100	0.714585128604	1.0	0.228,0.142,0.15	0.191,0.149,0.202	-0.007
1934	"ENSMUSG00000020476"	"Dbnl"	chr11	+	5797274	5797335	5797283	5797335	5797023	5797175	1934	44,26,22	64,62,75	38,19,45	111,89,88	109	100	0.296238499348	1.0	0.387,0.278,0.212	0.239,0.164,0.319	0.052
1935	"ENSMUSG00000046311"	"Zfp62"	chr11	+	49214525	49214654	49214554	49214654	49213589	49213642	1935	3,1,4	8,4,1	4,2,3	2,3,8	129	100	0.885085080355	1.0	0.225,0.162,0.756	0.608,0.341,0.225	-0.01
1936	"ENSMUSG00000036022"	"Fam122b"	chrX	-	53258956	53259021	53258956	53259018	53259840	53259926	1936	2,4,1	15,14,8	0,3,4	11,12,10	103	100	0.691395565213	1.0	0.115,0.217,0.108	0.0,0.195,0.28	-0.012
1937	"ENSMUSG00000037966"	"Ninj1"	chr13	+	49194838	49195057	49194893	49195057	49193735	49193964	1937	23,28,13	334,352,335	31,20,19	350,409,374	155	100	0.984929036376	1.0	0.043,0.049,0.024	0.054,0.031,0.032	-0.0
1938	"ENSMUSG00000042210"	"Abhd14a"	chr9	-	106440620	106440910	106440620	106440856	106443826	106443942	1938	32,19,15	57,67,65	24,15,11	60,64,64	154	100	0.270344724927	1.0	0.267,0.156,0.13	0.206,0.132,0.1	0.038
1939	"ENSMUSG00000029060"	"Mib2"	chr4	-	155655251	155655439	155655251	155655270	155655521	155656305	1939	425,479,434	8,6,14	417,431,461	11,7,5	269	100	0.526291622348	1.0	0.952,0.967,0.92	0.934,0.958,0.972	-0.008
1940	"ENSMUSG00000068762"	"Gstm6"	chr3	-	107941188	107941326	107941188	107941284	107942132	107942233	1940	0,0,0	3,2,14	0,0,1	6,4,9	142	100	1	1.0	0.0,0.0,0.0	0.0,0.0,0.073	-0.024
1942	"ENSMUSG00000039137"	"Whrn"	chr4	-	63416411	63416593	63416411	63416590	63418087	63418622	1942	53,47,36	19,25,24	67,63,56	23,29,32	103	100	0.668896373055	1.0	0.73,0.646,0.593	0.739,0.678,0.629	-0.026
1943	"ENSMUSG00000039137"	"Whrn"	chr4	-	63429085	63429417	63429085	63429118	63431849	63432059	1943	14,26,8	7,3,11	9,8,31	4,7,4	399	100	0.729880051941	1.0	0.334,0.685,0.154	0.361,0.223,0.66	-0.024
1946	"ENSMUSG00000031351"	"Zfp185"	chrX	+	73001404	73001446	73001407	73001446	73000987	73001071	1946	94,104,83	17,20,16	89,84,70	15,26,16	103	100	0.348603994122	1.0	0.843,0.835,0.834	0.852,0.758,0.809	0.031
1947	"ENSMUSG00000047342"	"Zfp286"	chr11	-	62784878	62785009	62784878	62784993	62787958	62788044	1947	2,0,0	24,27,18	1,1,0	17,19,33	116	100	1	1.0	0.067,0.0,0.0	0.048,0.043,0.0	-0.008
1949	"ENSMUSG00000026199"	"Ankzf1"	chr1	+	75195568	75195712	75195599	75195712	75195062	75195256	1949	19,24,19	13,35,17	16,14,24	23,19,28	131	100	0.377547772711	1.0	0.527,0.344,0.46	0.347,0.36,0.396	0.076
194	"ENSMUSG00000009995"	"Taz"	chrX	+	74288447	74288513	74288450	74288513	74288177	74288219	194	17,14,24	83,80,99	6,18,23	95,82,71	103	100	0.64683716403	1.0	0.166,0.145,0.191	0.058,0.176,0.239	0.01
1950	"ENSMUSG00000043259"	"Fam13c"	chr10	+	70553028	70553225	70553031	70553225	70551694	70551790	1950	24,17,14	21,13,19	8,13,5	7,16,13	103	100	0.317130734076	1.0	0.526,0.559,0.417	0.526,0.441,0.272	0.088
1952	"ENSMUSG00000034729"	"Mrps10"	chr17	+	47372572	47372645	47372575	47372645	47372426	47372491	1952	44,40,32	42,57,49	38,38,48	44,46,55	103	100	0.666695780984	1.0	0.504,0.405,0.388	0.456,0.445,0.459	-0.021
1953	"ENSMUSG00000034729"	"Mrps10"	chr17	+	47372575	47375109	47374972	47375109	47372426	47372491	1953	289,316,271	6,22,16	242,246,236	18,13,15	2497	100	0.357641800684	1.0	0.659,0.365,0.404	0.35,0.431,0.387	0.087
1955	"ENSMUSG00000019822"	"Smpd2"	chr10	-	41488930	41489013	41488930	41488975	41489274	41489351	1955	81,62,86	0,3,3	92,84,72	1,0,5	138	100	0.829502219197	1.0	1.0,0.937,0.954	0.985,1.0,0.913	-0.002
1956	"ENSMUSG00000019822"	"Smpd2"	chr10	-	41488930	41489024	41488930	41488975	41489274	41489351	1956	220,183,235	0,3,3	244,217,199	1,0,5	149	100	1	1.0	1.0,0.976,0.981	0.994,1.0,0.964	-0.0
1962	"ENSMUSG00000037370"	"Enpp1"	chr10	-	24664554	24664627	24664554	24664601	24664910	24664976	1962	40,32,30	3,2,5	32,35,34	1,2,3	126	100	0.264319475867	1.0	0.914,0.927,0.826	0.962,0.933,0.9	-0.043
1963	"ENSMUSG00000037370"	"Enpp1"	chr10	-	24651244	24651399	24651244	24651396	24652834	24652886	1963	6,9,1	50,65,63	3,4,8	58,44,38	103	100	0.741118465391	1.0	0.104,0.118,0.015	0.048,0.081,0.17	-0.021
1964	"ENSMUSG00000028249"	"Sdcbp"	chr4	+	6385025	6385187	6385028	6385187	6380989	6381099	1964	558,522,512	169,201,177	570,572,575	182,189,162	103	100	0.345855009166	1.0	0.762,0.716,0.737	0.753,0.746,0.775	-0.02
1967	"ENSMUSG00000020697"	"Lig3"	chr11	+	82787627	82787828	82787630	82787828	82785314	82785458	1967	44,18,34	9,20,10	35,26,31	16,12,14	103	100	0.772594425038	1.0	0.826,0.466,0.767	0.68,0.678,0.683	0.006
196	"ENSMUSG00000009995"	"Taz"	chrX	+	74288928	74289019	74288983	74289019	74288661	74288714	196	67,66,64	3,0,2	66,64,57	2,1,2	155	100	0.977252265286	1.0	0.935,1.0,0.954	0.955,0.976,0.948	0.003
1970	"ENSMUSG00000045576"	"St7l"	chr3	+	104919350	104919501	104919446	104919501	104895695	104895798	1970	109,95,91	1,2,0	89,85,65	0,0,1	196	100	1	1.0	0.982,0.96,1.0	1.0,1.0,0.971	-0.01
1971	"ENSMUSG00000062031"	"Athl1"	chr7	+	140943256	140943712	140943276	140943712	140942985	140943196	1971	0,4,1	75,66,54	2,0,1	85,60,54	120	100	0.519436150107	1.0	0.0,0.048,0.015	0.019,0.0,0.015	0.01
1972	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80947115	80947381	80947310	80947381	80946575	80946720	1972	77,75,83	2559,2595,2597	68,68,69	1990,2019,1994	295	100	0.408767692553	1.0	0.01,0.01,0.011	0.011,0.011,0.012	-0.001
1974	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80949716	80950503	80949719	80950503	80949493	80949604	1974	306,373,315	1503,1516,1546	359,309,322	1327,1401,1372	103	100	0.275971391899	1.0	0.165,0.193,0.165	0.208,0.176,0.186	-0.016
1976	"ENSMUSG00000042104"	"Uggt2"	chr14	-	119019466	119019662	119019466	119019625	119026421	119026611	1976	0,0,0	25,14,17	1,0,3	25,17,15	137	100	0.775502248001	1.0	0.0,0.0,0.0	0.028,0.0,0.127	-0.052
1978	"ENSMUSG00000034902"	"Pip5k1c"	chr10	+	81305138	81305278	81305185	81305278	81304683	81304715	1978	2,1,0	163,175,181	3,7,6	218,256,204	147	100	0.439881402204	1.0	0.008,0.004,0.0	0.009,0.018,0.02	-0.012
1979	"ENSMUSG00000000339"	"Rtcd1"	chr3	-	116504344	116504468	116504344	116504446	116506834	116506993	1979	209,174,214	17,10,14	165,175,157	12,16,15	122	100	0.340227320068	1.0	0.91,0.934,0.926	0.919,0.9,0.896	0.018
1980	"ENSMUSG00000000339"	"Rtcd1"	chr3	-	116506834	116506993	116506834	116506978	116507750	116507851	1980	11,9,23	150,113,146	13,16,9	153,158,113	115	100	0.531683267099	1.0	0.06,0.065,0.12	0.069,0.081,0.065	0.01
1981	"ENSMUSG00000036712"	"Cyld"	chr8	+	88719288	88719396	88719297	88719396	88709890	88709996	1981	0,0,0	75,86,87	1,0,2	84,52,60	109	100	1	1.0	0.0,0.0,0.0	0.011,0.0,0.03	-0.014
1983	"ENSMUSG00000053483"	"Usp21"	chr1	-	171285254	171285384	171285254	171285375	171285541	171285601	1983	1,2,5	102,103,130	0,0,0	102,96,85	109	100	0.674748509434	1.0	0.009,0.018,0.034	0.0,0.0,0.0	0.02
1986	"ENSMUSG00000036860"	"Mrpl55"	chr11	+	59204534	59204757	59204555	59204757	59204174	59204255	1986	35,37,43	72,82,81	33,57,24	70,67,87	121	100	0.970017879533	1.0	0.287,0.272,0.305	0.28,0.413,0.186	-0.005
1987	"ENSMUSG00000021221"	"Dpf3"	chr12	-	83331862	83331990	83331862	83331987	83350787	83350895	1987	28,41,31	0,0,0	29,26,15	1,0,0	103	100	1	1.0	1.0,1.0,1.0	0.966,1.0,1.0	0.011
1988	"ENSMUSG00000001280"	"Sp1"	chr15	+	102408215	102409719	102409157	102409719	102407771	102407932	1988	684,771,761	0,0,1	643,632,734	1,0,2	1042	100	1	1.0	1.0,1.0,0.986	0.984,1.0,0.972	0.01
1989	"ENSMUSG00000033728"	"Lrrc14"	chr15	+	76713400	76713985	76713815	76713985	76712866	76713220	1989	301,318,329	4,6,7	330,327,385	5,3,6	515	100	0.415310877294	1.0	0.936,0.911,0.901	0.928,0.955,0.926	-0.02
198	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309985	30310054	30310027	30310054	30309480	30309559	198	252,243,253	1,1,2	265,214,241	0,0,5	142	100	1	1.0	0.994,0.994,0.989	1.0,1.0,0.971	0.002
1990	"ENSMUSG00000002781"	"Tmem143"	chr7	+	45906917	45907112	45906946	45907112	45899631	45899736	1990	83,66,59	0,0,0	57,59,62	2,0,0	129	100	1	1.0	1.0,1.0,1.0	0.957,1.0,1.0	0.014
1992	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45800961	45801011	45800964	45801011	45799709	45799798	1992	5,6,2	120,127,112	4,3,6	129,111,128	103	100	0.938307432312	1.0	0.039,0.044,0.017	0.029,0.026,0.044	0.0
