chr	strand	mstarts	mends
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr2	-	NA	NA
chr2	+	NA	NA
chr2	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	+	NA	NA
chr14	-	NA	NA
chr14	-	NA	NA
chr14	+	NA	NA
